Code Domaine;Domaine;Code zone (FAO);Zone;Code Élément;Élément;Code Produit;Produit;Code année;Année;Unité;Valeur;Symbole;Description du Symbole
FBS;Nouveaux Bilans Alimentaire;169;Paraguay;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;2752;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;150;Pays-Bas;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;3270;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;170;Pérou;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;2769;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;171;Philippines;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;2643;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;173;Pologne;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;3502;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;70;Polynésie française;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;2922;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;174;Portugal;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;3410;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;37;République centrafricaine;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;1799;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;117;République de Corée;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;3388;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;146;République de Moldova;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;2414;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;120;République démocratique populaire lao;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;2758;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;56;République dominicaine;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;2870;Fc;Donnée calculée
FBS;Nouveaux Bilans Alimentaire;116;République populaire démocratique de Corée;664;Disponibilité alimentaire (Kcal/personne/jour);2901;Total General;2017;2017;Kcal/personne/jour;2030;Fc;Donnée calculée
